Name,Gender,SSN,Member Date,Phone,State,Zip,Email,Credit Card,Credit Card_Number,Credit Card Exp,Gender,Favorite Radio Station,Purchases Past 30 Days,Spent Past 30 Days,Purchases Past 6 Months,Spent Past 6 Months,Purchases Past 12 Months,Spent Past 12 Months
Dr. Justin Romero,male,208-51-0023,13/12/2005,7536556038,N.C.,37342-8594,j.romeroomero@zetvov.edu,Mastercard,5150xxxxxxxx4394,02/24,male,WKMC,4,$2016.06,9,$5910.11,19,$16979.72
Tony Maldonado,male,582-37-0740,17/5/2009,(667) 236-9550,OK,16716,t.maldonadoaldonado@pis.de,Diners Club United States & Canada,5429xxxxxxxx3312,12/26,male,KZHG,1,$973.65,4,$2666.7200000000003,13,$9368.8
Mrs. Katherine McCarthy,female,069-40-4500,4/6/2014,(307) 589-4306,ND,99540,k.mccarthycCarthy@ta.co,American Express,3496xxxxxxx8882,02/20,female,KYJA,4,$2076.67,9,$6848.009999999998,16,$17209.88
Mr. Mitchell Moran,male,678-71-9206,Thu Oct 29 2015 11:32:57 GMT-0400 (Eastern Daylight Time),(869) 785-1805,NC,22141-0104,m.moranoran@ru.edu,Mastercard,5199xxxxxxxx1265,05/25,male,WUIP,5,$3650.0099999999998,10,$7707.34,16,$16299.029999999999
Dr. Philip Nguyen,male,924-60-2935,11/20/2004,(933) 691-3294,Kansas,38167-6053,p.nguyenguyen@buk.edu,Mastercard,5182xxxxxxxx6932,12/17,male,KFUU,3,$1323.29,6,$6045.3099999999995,12,$12921.300000000001
Doctor Jeffery Snyder,male,889-74-5808,12/7/2006,3297318931,D.C.,67188-3698,j.snydernyder@pogcos.gov,Discover Card,6011xxxxxxxx6658,04/23,male,WIJV,5,$3615.16,8,$8378.89,14,$16378.539999999997
Mr. Brian Carson,male,066-34-1945,28/9/2005,8057465920,Mississippi,32555,b.carsonarson@moghawre.net,Discover Card,6011xxxxxxxx2286,09/18,male,WDOA,0,$0,5,$1123.51,10,$6758.5199999999995
Doctor Helena Clayton,female,100-48-5154,Tue Feb 14 2012 17:44:26 GMT-0500 (Eastern Standard Time),(451) 716-7947,South Carolina,32774,h.claytonlayton@tuk.com,Discover Card,6011xxxxxxxx1681,12/19,female,WEQB,1,$329.05,2,$1328.56,11,$7086.07
Misses Bertie Cross,female,097-74-4172,Wed Apr 25 2007 00:40:23 GMT-0400 (Eastern Daylight Time),9442962550,NM,09321,b.crossross@buwepo.edu,Diners Club United States & Canada,5448xxxxxxxx0708,03/23,female,KSFM,3,$1299.51,5,$4336.36,13,$10757.98
Gussie Webb,female,872-08-0408,Thu Sep 29 2011 14:10:56 GMT-0400 (Eastern Daylight Time),(972) 544-5667,Alaska,25850,g.Webb@vu.net,Visa,4012xxxxxxxx6295,08/27,female,KBJO,3,$1279.61,5,$4299.629999999999,10,$9512.88
Ricky Becker,male,274-38-6626,27/3/2007,4344569888,Delaware,70319,r.beckerecker@eviriwuv.gov,Diners Club United States & Canada,5449xxxxxxxx9114,04/18,male,WFGD,1,$37.51,6,$2889.07,7,$6972.77
Connor Weber,male,651-76-0090,2/4/2013,(868) 699-7695,VA,81792,c.webereber@roboloj.com,American Express,3431xxxxxxx9350,10/24,male,WFXX,1,$651.22,4,$3099.63,6,$5253.16
Eric Gibson,male,466-57-8485,9/19/2006,(401) 521-9640,N.J.,14248,e.Gibson@suwuc.gov,Discover Card,6011xxxxxxxx3419,06/21,male,WWEB,2,$954.8199999999999,3,$3241.5499999999997,9,$9189.199999999999
Doctor Frances Allen,female,393-41-7251,13/3/2009,8344429103,Alabama,76127-8868,f.allenllen@omlozuk.net,American Express,3453xxxxxxx3624,07/20,female,WVQS,4,$2328.95,8,$7515.04,14,$14421.45
Alma Reid,female,866-23-0763,Tue Oct 30 2012 03:06:22 GMT-0400 (Eastern Daylight Time),(239) 981-2082,Colorado,75692-4722,a.reideid@ikhap.gov,Visa,4130xxxxxxxx5471,02/21,female,KNAL,1,$741.67,2,$1422.25,10,$6548.48
Dominic Fernandez,male,588-71-1759,16/10/2012,6474353321,D.E.,82903,d.fernandezernandez@lip.edu,Discover Card,6011xxxxxxxx0801,08/22,male,WOSZ,2,$961.11,5,$2939.97,12,$7871.829999999999
Mister Joel Carlson,male,158-38-2938,Tue Jul 16 2013 21:35:40 GMT-0400 (Eastern Daylight Time),6093297866,North Carolina,67648-6313,j.carlsonarlson@epa.nz,Discover Card,6011xxxxxxxx0498,07/23,male,WFBE,4,$1872.42,8,$5835.27,16,$12539.440000000006
Louis Chapman,male,460-52-6932,Sat May 03 2008 15:45:47 GMT-0400 (Eastern Daylight Time),(623) 974-2485,Pennsylvania,13473-2680,l.Chapman@ebri.com,American Express,3408xxxxxxx2807,07/17,male,WAUO,0,$0,2,$1274.29,12,$7659.67
Mr. Alan Pittman,male,605-51-0552,Sun Jan 08 2012 15:36:48 GMT-0500 (Eastern Standard Time),(606) 372-2544,GA,73390-2554,a.pittmanittman@tijutbim.au,Visa,4488xxxxxxxx4609,06/22,male,WDVI,4,$3005.34,5,$5238.35,10,$10065.330000000002
Wayne Robbins,male,173-90-1016,Sun Sep 18 2011 22:36:39 GMT-0400 (Eastern Daylight Time),(787) 974-1811,New York,24257,w.Robbins@ajukat.net,Discover Card,6011xxxxxxxx1121,02/18,male,WFMR,1,$445.29,3,$1871.73,4,$3737.8
Stanley Willis,male,225-22-1761,Wed Apr 22 2009 13:42:10 GMT-0400 (Eastern Daylight Time),(337) 517-5092,Montana,72808,s.Willis@sasno.edu,American Express,3488xxxxxxx8915,02/25,male,KVBN,5,$2794.88,10,$6447.760000000001,15,$13041.540000000003
Rosalie Harrison,female,380-66-1691,Sun Sep 09 2007 12:09:28 GMT-0400 (Eastern Daylight Time),(829) 572-6368,WY,99136-2457,r.harrisonarrison@viwehe.gov,American Express,3492xxxxxxx7823,08/21,female,KPVQ,1,$392.3,5,$2535.78,10,$6791.13
John Franklin,male,365-20-6478,9/3/2013,(980) 678-4375,AZ,42312,j.franklinranklin@medgiza.nz,American Express,3459xxxxxxx8209,02/24,male,KKVB,5,$1918.35,8,$7302.210000000001,10,$12946.550000000003
Leona Bell,female,258-39-9034,Tue May 09 2017 00:25:30 GMT-0400 (Eastern Daylight Time),2054868494,Wyoming,62403,l.bellell@tif.net,Visa,4000xxxxxxxx1022,03/17,female,KZEN,1,$76.83,3,$1613.9300000000003,6,$4921.3
Mr. Dustin Harper,male,234-28-5676,Mon Oct 17 2016 00:56:50 GMT-0400 (Eastern Daylight Time),3704899249,Michigan,17326,d.harperarper@owu.co,Mastercard,5186xxxxxxxx6112,02/27,male,WLPA,4,$1608.27,9,$6476.229999999999,18,$14617.629999999997
Albert Mann,male,079-98-4346,6/4/2014,(469) 872-1956,MD,19908,a.mannann@sufe.net,Visa,4079xxxxxxxx2139,05/24,male,WSGX,4,$2362,6,$5730.2,8,$9230.26
Mr. Blake Graham,male,926-80-6942,11/8/2014,(672) 378-2356,Minnesota,24469-6964,b.grahamraham@fomofo.de,Discover Card,6011xxxxxxxx2078,05/27,male,KCWH,5,$2949.42,10,$7913.71,12,$15774.430000000002
Doctor Mable Garner,female,429-47-4995,Wed Nov 16 2005 18:06:37 GMT-0500 (Eastern Standard Time),8263566324,Montana,55285-5146,m.garnerarner@adgi.org,Mastercard,5131xxxxxxxx8077,12/25,female,KPDN,1,$910.23,6,$4002.7999999999997,15,$10688.179999999998
Dr. William Lambert,male,143-28-8968,Wed Jun 04 2008 19:41:51 GMT-0400 (Eastern Daylight Time),(626) 760-1497,ID,58818-3364,w.lambertambert@fu.de,American Express,3444xxxxxxx8723,10/20,male,KVOM,5,$2266.1000000000004,9,$7357.950000000001,14,$15031.260000000006
Dr. Maria Cannon,female,323-59-0619,16/5/2010,(914) 448-8201,W.Y.,40483,m.cannonannon@sok.org,Mastercard,5124xxxxxxxx2015,11/17,female,KHRL,0,$0,1,$385.65,8,$4608.5
Mister Devin Brady,male,769-68-0847,Sun Jan 22 2012 02:45:50 GMT-0500 (Eastern Standard Time),(862) 973-6916,Wyoming,17329,d.bradyrady@cuotsov.au,Discover Card,6011xxxxxxxx0897,03/19,male,KOTR,1,$253.3,5,$3192.36,15,$10670.740000000002
Minerva Cooper,female,023-42-1846,Tue Sep 06 2005 20:24:04 GMT-0400 (Eastern Daylight Time),7482075682,Minnesota,49526-3093,m.cooperooper@it.nz,Diners Club United States & Canada,5436xxxxxxxx9283,09/24,female,KLEM,4,$2010.32,7,$5627.54,15,$14216.38
Glenn Klein,male,890-02-5899,Thu Dec 26 2013 23:57:28 GMT-0500 (Eastern Standard Time),6412475631,W.V.,47055,g.Klein@zo.au,Discover Card,6011xxxxxxxx4357,07/17,male,WCPW,4,$1135.3700000000001,8,$3710.8,10,$8647.509999999998
Miss Esther Perez,female,147-50-7960,7/24/2010,(986) 721-9994,MO,08260-9565,e.perezerez@lam.net,Discover Card,6011xxxxxxxx5221,11/21,female,KQOK,5,$2305.14,9,$6207.87,11,$12007.779999999997
Misses Allie Armstrong,female,076-52-8512,Fri Feb 10 2006 01:47:04 GMT-0500 (Eastern Standard Time),6684436348,NM,07356,a.armstrongrmstrong@hewiliz.org,Diners Club United States & Canada,5443xxxxxxxx9208,07/25,female,KKSW,4,$2954.08,5,$5311.9400000000005,11,$11244.710000000001
Dr. Charles Warner,male,483-90-8411,Mon Aug 31 2015 08:08:11 GMT-0400 (Eastern Daylight Time),(237) 759-2759,MN,08682-7952,c.warnerarner@ja.ca,Mastercard,5179xxxxxxxx2805,05/27,male,WBTO,0,$0,4,$1697.1499999999999,8,$5478.0199999999995
Milton Guerrero,male,014-76-4763,6/22/2014,4779395398,A.Z.,84188-6089,m.Guerrero@pi.gov,Mastercard,5137xxxxxxxx3173,07/24,male,KEMN,2,$1070.35,4,$3336.8499999999995,11,$9552.4
Doctor Shawn Jones,male,692-34-0783,1/23/2007,6769628946,PA,61993,s.jonesones@et.ca,Visa,4057xxxxxxxx6245,07/18,male,WMHO,2,$1066.29,5,$3006.93,9,$8047.190000000001
Edwin Morris,male,668-76-2480,Sat Feb 18 2017 21:28:01 GMT-0500 (Eastern Standard Time),3065088351,R.I.,52365,e.Morris@ne.com,Mastercard,5117xxxxxxxx2614,01/27,male,WXCI,5,$2556.63,7,$5921.61,17,$13505.27
Myrtie Blair,female,441-71-0899,Mon Feb 09 2009 03:41:51 GMT-0500 (Eastern Standard Time),6799299726,Indiana,41004-4830,m.blairlair@cul.gov,Diners Club United States & Canada,5414xxxxxxxx6640,05/24,female,WVLR,1,$342.36,5,$2335.7200000000003,14,$10217.25
Dr. Virgie Graves,female,100-05-8005,Fri Dec 23 2005 23:39:09 GMT-0500 (Eastern Standard Time),(760) 931-7487,Oregon,76207-2855,v.gravesraves@zehada.au,Discover Card,6011xxxxxxxx4966,01/19,female,KTPG,0,$0,2,$1022.89,4,$2756.88
Mr. Alan Burgess,male,398-42-2282,Wed Aug 16 2017 09:58:37 GMT-0400 (Eastern Daylight Time),(621) 468-8592,M.A.,31751-4484,a.burgessurgess@puba.edu,Diners Club United States & Canada,5474xxxxxxxx4462,03/26,male,WKEC,1,$194.57,2,$833.3499999999999,10,$5958.09
Vincent Silva,male,741-99-5687,6/30/2012,4026068861,NJ,48341-7939,v.Silva@mic.com,Discover Card,6011xxxxxxxx3127,09/24,male,WSZB,3,$1546.55,8,$6108.04,13,$11411.060000000001
Cecilia Beck,female,819-56-3292,18/10/2005,3153802582,W.V.,53584,c.beckeck@fa.net,Mastercard,5154xxxxxxxx1478,11/20,female,WPEZ,1,$691.99,2,$1981.3899999999999,10,$8999.569999999998
Miss Jennie Jensen,female,240-87-1950,Sat Jan 17 2009 02:20:47 GMT-0500 (Eastern Standard Time),(887) 294-4234,New Mexico,12504,j.jensenensen@badla.edu,Mastercard,5141xxxxxxxx2295,12/18,female,KEKT,2,$1403.58,3,$2849.54,9,$7162.18
Mrs. Maggie Jones,female,907-23-4291,8/23/2011,(518) 939-7203,Minnesota,74631-3138,m.Jones@hamlem.gov,Mastercard,5108xxxxxxxx3749,12/25,female,KODR,1,$724.55,4,$2489.66,8,$5772.22
Miss Harriet Gonzalez,female,368-31-2922,4/16/2006,(862) 523-2355,K.S.,70280-2368,h.gonzalezonzalez@kedagpi.net,Mastercard,5178xxxxxxxx9705,03/22,female,KDOX,0,$0,5,$2567.5299999999997,11,$9778.38
Miss Fanny Ramirez,female,302-12-3931,2/28/2015,(220) 362-4514,South Dakota,59118-8477,f.Ramirez@becdu.com,Diners Club United States & Canada,5473xxxxxxxx4419,03/22,female,KCRS,5,$2796.2799999999997,6,$5366.33,12,$11993.74
Misses Elva Johnson,female,266-98-4876,5/18/2009,9154268410,Texas,57485,e.johnsonohnson@nupilijef.gov,American Express,3476xxxxxxx6761,11/23,female,KYPX,5,$3501.1600000000003,8,$6832.25,17,$14919.01
Christine Burns,female,336-76-8465,Sun Apr 13 2008 13:38:43 GMT-0400 (Eastern Daylight Time),2112136722,VT,85423-3236,c.burnsurns@weapozo.org,Diners Club United States & Canada,5411xxxxxxxx2904,01/23,female,WEZQ,5,$3313.42,10,$7382.200000000001,16,$15483.100000000002
Misses Susie Bryant,female,779-47-1856,17/9/2013,(648) 679-9008,New Hampshire,98323,s.bryantryant@utu.com,Diners Club United States & Canada,5463xxxxxxxx9276,05/18,female,WMDU,5,$2612.69,10,$8555.94,19,$17703.29
Cameron Ray,male,768-16-3167,6/8/2013,(555) 289-5377,District of Columbia,64151-1956,c.rayay@hohefdu.ca,Diners Club United States & Canada,5491xxxxxxxx6561,08/24,male,WDJS,0,$0,5,$3082.65,10,$8267.47
Joel Newman,male,131-20-7484,5/5/2017,(561) 962-4427,Oklahoma,51971-8433,j.Newman@agaupgu.net,American Express,3469xxxxxxx8601,01/19,male,KFET,0,$0,3,$2368.7,8,$6741.07
Mr. Thomas Santos,male,288-51-3274,22/6/2009,(700) 790-4675,Arkansas,27004-0518,t.santosantos@zajjihi.ca,Discover Card,6011xxxxxxxx1068,10/23,male,KTWZ,1,$510.33,5,$3230.0900000000006,9,$8514.810000000001
Beulah Waters,female,720-54-3377,Tue Sep 09 2008 05:51:31 GMT-0400 (Eastern Daylight Time),4718972469,Nebraska,91749,b.watersaters@aropafcaj.gov,Mastercard,5197xxxxxxxx5355,01/23,female,KHWE,4,$2781.33,8,$6947.13,9,$10557.39
Barry Vargas,male,962-90-1634,Mon Oct 03 2005 11:31:05 GMT-0400 (Eastern Daylight Time),6457829984,Oregon,70603,b.vargasargas@va.org,Mastercard,5161xxxxxxxx7746,05/27,male,KZEB,1,$127.48,6,$4763.12,14,$12976.930000000002
Dr. Phillip Gonzales,male,769-53-8562,11/8/2013,(317) 896-4178,MT,56416-3738,p.gonzalesonzales@bobiufo.com,American Express,3470xxxxxxx3590,09/21,male,KLKS,4,$1171.6000000000001,5,$5067.43,14,$13814.53
Owen Ryan,male,541-91-2988,21/3/2015,(784) 259-8580,N.H.,79963-6834,o.Ryan@dikmehnot.edu,Discover Card,6011xxxxxxxx3672,08/22,male,WPRJ,3,$2046.17,4,$4018.65,11,$9466.41
Henry Gomez,male,305-34-5952,8/16/2012,7462271039,Utah,32434-2054,h.gomezomez@citcuwne.net,Discover Card,6011xxxxxxxx6369,09/17,male,KHMF,3,$1957.52,8,$5740.22,14,$13708.729999999998
Elijah Gray,male,756-48-1014,Mon Feb 01 2016 01:49:34 GMT-0500 (Eastern Standard Time),7072674768,Vermont,55339,e.grayray@kigzeb.co,Mastercard,5125xxxxxxxx5530,04/20,male,WYOY,4,$2801.16,8,$6640.28,11,$11121.329999999998
Doctor Cecelia Tran,female,377-38-4151,15/3/2005,8443173448,Iowa,89955-6738,c.tranran@nessiac.info,Discover Card,6011xxxxxxxx7904,06/23,female,KDHL,0,$0,3,$1271.8999999999999,6,$3362.12
Maggie Pittman,female,284-91-7008,Tue Jan 30 2007 11:39:08 GMT-0500 (Eastern Standard Time),(510) 249-3872,Delaware,56279,m.Pittman@us.com,Diners Club United States & Canada,5485xxxxxxxx7270,01/19,female,WWJM,0,$0,5,$3444.12,7,$5810.13
Betty McDonald,female,888-76-9607,16/4/2005,(557) 315-6937,F.L.,34279-7049,b.McDonald@wuwaror.org,Mastercard,5168xxxxxxxx7003,07/22,female,WFHS,2,$1593.1399999999999,7,$6411.78,10,$11387.75
Scott Garner,male,344-37-4568,Wed Mar 16 2011 03:41:08 GMT-0400 (Eastern Daylight Time),(576) 746-4726,Ohio,02482-0094,s.garnerarner@topaame.org,Discover Card,6011xxxxxxxx4688,06/18,male,WRDN,2,$1069.13,6,$5904.66,15,$14025.35
Stella Baker,female,596-12-1412,11/7/2012,(384) 594-7571,K.S.,41958,s.bakeraker@opto.com,Visa,4377xxxxxxxx4786,04/19,female,KOUJ,4,$1815.27,5,$3668.3899999999994,13,$9716.219999999998
Mister Logan Norris,male,784-25-9529,5/12/2006,5864519767,WV,15216-9432,l.norrisorris@uwohica.org,Diners Club United States & Canada,5461xxxxxxxx9435,10/22,male,WIGD,4,$2448.11,8,$7748.97,16,$16784.620000000003
Dr. Sue Luna,female,495-61-3708,Thu Jan 14 2010 20:16:28 GMT-0500 (Eastern Standard Time),(621) 499-8957,K.S.,91058,s.lunauna@eg.co,Diners Club United States & Canada,5496xxxxxxxx3002,07/20,female,KBYJ,4,$2241.36,6,$5942.219999999999,16,$14456.410000000002
Carolyn Stewart,female,324-40-2371,3/7/2012,3189447528,K.Y.,88292,c.stewarttewart@reric.org,Mastercard,5169xxxxxxxx3073,04/27,female,WWZY,1,$180.67,4,$2312,5,$4104.62
Miss Kathryn Andrews,female,410-06-3718,Sun Aug 25 2013 09:24:28 GMT-0400 (Eastern Daylight Time),5619357716,Delaware,85588-9729,k.andrewsndrews@irmi.ca,Visa,4262xxxxxxxx6897,12/20,female,WSTO,1,$803.92,4,$1942.57,6,$4567.1
Dr. Cecilia Wells,female,975-15-0038,2/11/2006,3463315159,Delaware,58521-4356,c.Wells@etduv.com,Visa,4756xxxxxxxx5445,03/21,female,WJLW,1,$704.01,5,$2711.66,11,$8790.509999999998
Doctor Alex McDonald,male,557-37-8349,Wed Dec 21 2005 09:10:41 GMT-0500 (Eastern Standard Time),5127933766,R.I.,44974,a.McDonald@gaba.gov,American Express,3421xxxxxxx2205,05/19,male,WENZ,0,$0,5,$3381.34,14,$8272.189999999999
Elizabeth Martin,female,366-35-7079,1/4/2005,(638) 372-3789,New Mexico,08989,e.martinartin@atimokhov.ca,Diners Club United States & Canada,5462xxxxxxxx6120,12/19,female,KBHU,1,$928.04,2,$1731.6999999999998,8,$7025.34
Barry Smith,male,615-05-3396,28/5/2014,8499487837,Indiana,36702,b.smithmith@dafnota.com,Mastercard,5192xxxxxxxx6062,10/22,male,WPRW,1,$895.43,6,$2963.84,12,$9988.27
Mrs. Christine Shaw,female,403-45-3404,Tue Jul 19 2016 22:47:38 GMT-0400 (Eastern Daylight Time),5229155927,NH,13798,c.Shaw@jod.co,Discover Card,6011xxxxxxxx7698,05/21,female,WKMB,2,$1660.83,5,$4405.88,12,$9888.26
Mr. Stanley Hoffman,male,119-64-3978,12/29/2006,(531) 275-2941,IN,21880,s.hoffmanoffman@sedim.edu,Diners Club United States & Canada,5433xxxxxxxx7430,06/22,male,WLTS,0,$0,3,$1336.2,7,$5637.860000000001
Dr. Jayden Park,male,457-11-7700,2/9/2013,8554351244,DE,20374,j.Park@rojhu.co,Visa,4948xxxxxxxx8910,09/25,male,WQWS,4,$3066.56,9,$7528.67,16,$15300.93
Mr. Eugene Alvarado,male,902-98-0885,6/25/2010,(479) 944-6033,ID,85703,e.alvaradolvarado@sat.ca,Discover Card,6011xxxxxxxx6111,02/25,male,KTAV,0,$0,4,$1823.59,5,$5253.460000000001
Miss Marguerite Farmer,female,255-35-4806,Sun Jun 12 2005 15:33:08 GMT-0400 (Eastern Daylight Time),(549) 460-1478,SC,07836,m.farmerarmer@hisvow.co,American Express,3462xxxxxxx4998,03/27,female,WWXL,2,$957.73,4,$3208.13,8,$6822.360000000001
Harry Copeland,male,081-51-1029,7/26/2010,4374162107,ND,75761-3271,h.copelandopeland@hac.ca,Visa,4794xxxxxxxx0985,09/19,male,KTSR,5,$2278.84,10,$9332.78,19,$18093.39
Jon Pope,male,193-95-9053,10/3/2017,(341) 326-6140,Hawaii,13405,j.popeope@in.com,Diners Club United States & Canada,5429xxxxxxxx2408,04/25,male,KYIB,0,$0,1,$630.57,11,$7238.36
Noah Watts,male,220-96-3453,Sun Feb 16 2014 01:46:49 GMT-0500 (Eastern Standard Time),4588059671,HI,20088,n.wattsatts@jel.au,Mastercard,5144xxxxxxxx1013,09/26,male,KAUV,5,$2022.4499999999998,8,$7689.36,12,$14362.509999999998
Theresa Mendez,female,551-70-3801,3/22/2017,3758803317,I.D.,42864,t.Mendez@okkazi.de,Diners Club United States & Canada,5431xxxxxxxx4626,07/25,female,KQBX,4,$1051.44,9,$5035.76,11,$10724.560000000001
Mr. Jordan Castro,male,158-90-4785,Fri Dec 07 2012 20:32:13 GMT-0500 (Eastern Standard Time),9875836538,S.D.,95820-9886,j.castroastro@vutut.org,Visa,4948xxxxxxxx7727,05/18,male,KCTR,2,$888.24,5,$2813.7900000000004,13,$10318.62
Paul Willis,male,805-29-7381,Thu Aug 23 2012 03:08:59 GMT-0400 (Eastern Daylight Time),(856) 818-9778,Alaska,04682,p.willisillis@orunigu.com,Diners Club United States & Canada,5403xxxxxxxx8994,11/18,male,KAUX,5,$3386.33,9,$8483.01,13,$13194.84
Caroline Newman,female,606-86-4168,3/5/2012,(346) 810-7616,Utah,70887-4098,c.newmanewman@zazno.org,Mastercard,5123xxxxxxxx0520,11/18,female,KPSE,0,$0,5,$2756.1400000000003,15,$9273.33
Dr. Johnny Griffith,male,021-13-4037,4/8/2007,2537096065,S.C.,18947,j.Griffith@tufcucnor.net,American Express,3407xxxxxxx8224,11/25,male,WIMW,0,$0,1,$289.36,4,$2787.1600000000003
Mrs. Annie Holland,female,573-15-4973,4/5/2013,(376) 528-1632,V.T.,61711,a.hollandolland@fifubek.net,Mastercard,5196xxxxxxxx7342,07/21,female,WOEO,1,$21.63,6,$3315.3500000000004,16,$12728.169999999996
Sue Lambert,female,401-91-6608,Thu Dec 11 2014 06:44:42 GMT-0500 (Eastern Standard Time),(473) 287-3584,L.A.,53787,s.Lambert@fe.edu,American Express,3477xxxxxxx9477,12/21,female,WSMJ,5,$2528.1099999999997,6,$5840.3,10,$11989.660000000002
Miss Leah Black,female,816-95-1982,Sun Apr 11 2010 02:31:36 GMT-0400 (Eastern Daylight Time),7182131318,Florida,79098-5828,l.Black@kihuce.info,American Express,3429xxxxxxx2364,02/23,female,WANF,1,$385.46,5,$3176.26,15,$10507.779999999999
Chester Kennedy,male,091-51-7590,Fri Mar 09 2012 02:12:38 GMT-0500 (Eastern Standard Time),(206) 595-4656,W.Y.,17361-5488,c.kennedyennedy@rohik.org,Diners Club United States & Canada,5437xxxxxxxx8162,03/23,male,KLJC,0,$0,4,$2622.51,10,$7815.7699999999995
Doctor Roger Wright,male,026-32-1675,Tue Aug 14 2007 00:34:48 GMT-0400 (Eastern Daylight Time),9857731781,OK,66938-9138,r.wrightright@otibag.nz,Discover Card,6011xxxxxxxx9698,02/21,male,KOWB,5,$2646.58,9,$6707.61,16,$15292.48
Doctor Loretta Wilson,female,312-53-5194,Fri Mar 11 2011 07:41:09 GMT-0500 (Eastern Standard Time),(677) 982-5941,North Dakota,25477-5378,l.Wilson@da.au,American Express,3443xxxxxxx5078,06/21,female,KRAL,4,$1932.3999999999999,6,$4265.91,10,$10405.839999999998
Miss Marion Holmes,female,062-89-6815,21/11/2004,8163902182,S.C.,20810-4085,m.holmesolmes@ojuwi.edu,American Express,3431xxxxxxx3085,03/21,female,WBOR,2,$1115.05,4,$3590.09,7,$6684.930000000001
Adeline Stokes,female,696-14-4390,7/27/2006,8254534255,ND,83845,a.stokestokes@kilaku.org,Mastercard,5116xxxxxxxx1552,08/24,female,KCQR,4,$1679.1399999999999,9,$7340.61,15,$14063.199999999999
Mrs. Cecilia Wagner,female,976-36-2237,1/28/2009,(961) 911-3543,Wyoming,93615,c.wagneragner@puguk.au,Diners Club United States & Canada,5422xxxxxxxx4064,07/20,female,KKBU,4,$1976.77,8,$6419.83,12,$12975.850000000002
Doctor Jane Ryan,female,234-25-0978,4/6/2008,4083333494,NC,61654,j.ryanyan@de.com,Diners Club United States & Canada,5444xxxxxxxx2570,03/26,female,WEKG,0,$0,2,$605.1,3,$2565.21
Misses Ruby Porter,female,596-82-7569,6/25/2014,(288) 875-1040,NJ,94768,r.porterorter@ahza.ca,Visa,4925xxxxxxxx8350,01/25,female,WFIS,3,$1112.09,4,$3670.46,12,$9372.960000000001
Miss Adelaide McDonald,female,684-46-8377,26/3/2005,4887752284,VT,46573,a.mcdonaldcDonald@ahi.net,Diners Club United States & Canada,5488xxxxxxxx1924,09/18,female,WZRZ,2,$1278.03,5,$3394.22,13,$10473.25
Mae Ross,female,819-28-3158,Thu Dec 26 2013 23:44:08 GMT-0500 (Eastern Standard Time),5396511913,N.D.,50478,m.Ross@wuzwunpa.org,Visa,4215xxxxxxxx1627,07/24,female,KWVP,5,$2377.1,7,$4480.959999999999,16,$13628.14
Frank Singleton,male,099-83-0573,26/3/2014,6097079196,Idaho,07009,f.singletoningleton@be.net,Visa,4648xxxxxxxx8967,12/23,male,KYOF,1,$441.39,4,$2463.94,6,$4107.62
Alma Brooks,female,675-33-3120,11/4/2016,7593879977,Washington,39089,a.brooksrooks@caka.ca,Diners Club United States & Canada,5494xxxxxxxx1067,08/25,female,KBZP,4,$1176.6799999999998,6,$3381.88,8,$6326.889999999999
Hettie Bryant,female,025-02-5313,29/5/2014,8282771176,Oregon,85862-7802,h.bryantryant@uw.org,Mastercard,5134xxxxxxxx2084,10/17,female,KBLB,3,$715.46,8,$3095.5299999999997,16,$11091.510000000002
Doctor Connor McGuire,male,437-67-5555,11/18/2015,6522361683,H.I.,80557-8945,c.mcguirecGuire@takujo.net,Diners Club United States & Canada,5490xxxxxxxx7481,05/20,male,KFZW,0,$0,1,$647.8,11,$5786.01
Jonathan King,male,766-41-3557,9/10/2013,6855448125,L.A.,83553,j.kinging@pop.net,Discover Card,6011xxxxxxxx1389,05/27,male,WYUW,0,$0,3,$996.06,7,$4703.920000000001
Doctor Clayton Salazar,male,495-78-4631,12/9/2014,8346165663,Wisconsin,97434,c.salazaralazar@veg.org,Mastercard,5104xxxxxxxx6537,10/24,male,WKNN,5,$3078.93,9,$6842.7699999999995,10,$11576.310000000001
Evelyn Barnett,female,859-94-4788,Sun May 09 2010 17:01:44 GMT-0400 (Eastern Daylight Time),(568) 456-2573,NY,40268,e.barnettarnett@ripi.edu,American Express,3482xxxxxxx3397,08/19,female,WNIR,4,$1384.03,7,$3700.4500000000003,16,$13178.34
